No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2254,QLD,ProShares Ultra QQQ,Financial,Exchange Traded Fund,USA,479.25,,63.9,-0.87%,2749290
2255,QLGC,QLogic Corp.,Technology,Semiconductor - Integrated Circuits,USA,884.1,12.28,9.58,-0.21%,14910840
2256,QLIK,"Qlik Technologies, Inc.",Technology,Business Software & Services,USA,2449.3,,28.31,-1.43%,3479886
2257,QLTY,Quality Distribution Inc.,Services,Trucking,USA,246.28,4.87,9.25,0.11%,227043
2258,QLYS,"Qualys, Inc.",Technology,Application Software,USA,477.76,505.67,15.17,0.46%,239291
2259,QNST,"QuinStreet, Inc.",Technology,Internet Software & Services,USA,333.87,,7.8,1.83%,212414
2260,QQEW,First Trust NASDAQ-100 Equal Weight Idx,Financial,Exchange Traded Fund,USA,,,29.66,-0.07%,24556
2261,QQQ,PowerShares QQQ,Financial,Exchange Traded Fund,USA,34209.12,,70.68,-0.49%,51381720
2262,QRE,"QR Energy, LP",Basic Materials,Independent Oil & Gas,USA,958.5,26.89,16.4,0.00%,399124
2263,QSII,Quality Systems Inc.,Technology,Healthcare Information Services,USA,1068.17,24.92,17.94,0.62%,475092
2264,QTEC,First Trust NASDAQ-100-Tech Index,Financial,Exchange Traded Fund,USA,,,28.55,-0.28%,75111
2265,QTM,Quantum Corporation,Technology,Data Storage Devices,USA,343.87,,1.42,3.65%,3628704
2266,QTWW,Quantum Fuel Systems Technologies Worldwide Inc.,Consumer Goods,Auto Parts,USA,26.6,,0.55,-3.51%,429373
2267,QUAD,"Quad/Graphics, Inc.",Services,Business Services,USA,1123.67,48.02,24.01,-0.17%,417338
2268,QUIK,QuickLogic Corporation,Technology,Semiconductor - Integrated Circuits,USA,103.72,,2.33,0.87%,267839
2269,R,"Ryder System, Inc.",Services,Rental & Leasing Services,USA,3082.45,15.05,60.49,0.65%,695317
2270,RAD,Rite Aid Corp.,Services,Drug Stores,USA,2549.13,26,2.86,-0.69%,51402144
2271,RAH,Ralcorp Holdings Inc.,Consumer Goods,Processed & Packaged Goods,USA,5010.09,89.09,89.98,0.00%,0
2272,RAI,Reynolds American Inc.,Consumer Goods,Cigarettes,USA,26018.35,17.54,47.19,1.97%,2651031
2273,RAIL,FreightCar America Inc.,Services,Railroads,USA,203.51,30.43,17.04,-0.53%,115058
2274,RAS,RAIT Financial Trust,Financial,REIT - Diversified,USA,452.72,,7.5,3.73%,1373639
2275,RATE,"Bankrate, Inc.",Technology,Internet Information Providers,USA,1481.7,70.52,14.81,6.70%,710655
2276,RAVN,Raven Industries Inc.,Industrial Goods,Diversified Machinery,USA,1114.35,23.55,30.62,2.99%,169881
2277,RAX,"Rackspace Hosting, Inc.",Technology,Information Technology Services,USA,5124,48.31,37.2,5.92%,3920432
2278,RBC,Regal Beloit Corporation,Industrial Goods,Industrial Electrical Equipment,USA,2873.25,13.94,63.85,-2.00%,701678
2279,RBCAA,Republic Bancorp Inc.,Financial,Regional - Southeast Banks,USA,464.64,9.28,22.27,0.72%,45040
2280,RBCN,"Rubicon Technology, Inc.",Technology,Semiconductor - Specialized,USA,173.41,,7.69,8.46%,354347
2281,RCII,Rent-A-Center Inc.,Services,"Specialty Retail, Other",USA,2165.48,12.37,37.37,0.57%,814354
2282,RCL,Royal Caribbean Cruises Ltd.,Services,Resorts & Casinos,USA,7063.69,153.52,32.24,0.03%,2394103
2283,RDC,Rowan Companies Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,4198.17,19.47,34.07,0.74%,1753930
2284,RDEN,"Elizabeth Arden, Inc.",Consumer Goods,Personal Products,USA,1369.62,28.56,46.26,1.74%,207672
2285,RDI,Reading International Inc.,Services,"Movie Production, Theaters",USA,142.14,,6.11,0.83%,76598
2286,RDN,Radian Group Inc.,Financial,Property & Casualty Insurance,USA,1700.5,,11.78,-2.40%,17313830
2287,RDNT,"RadNet, Inc.",Healthcare,Medical Laboratories & Research,USA,98.29,1.57,2.5,-1.57%,130200
2288,RECN,Resources Connection Inc.,Services,Management Services,USA,457.29,19.26,11.17,1.09%,245510
2289,REED,"REEDS, Inc.",Consumer Goods,Beverages - Soft Drinks,USA,58.52,,4.75,-2.46%,21485
2290,REFR,Research Frontiers Inc.,Industrial Goods,Industrial Electrical Equipment,USA,92.35,,4.03,0.50%,101646
2291,REG,Regency Centers Corporation,Financial,REIT - Retail,USA,4209.13,,46.71,-0.23%,968628
2292,REGI,"Renewable Energy Group, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,415.16,11.48,13.55,5.28%,582342
2293,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,20874.3,29.12,215.47,-1.89%,3133960
2294,RELL,Richardson Electronics Ltd.,Services,Electronics Wholesale,USA,172.72,33.79,11.49,-0.86%,63993
2295,REM,iShares FTSE NAREIT Mort Plus Cp Idx,Financial,Exchange Traded Fund,USA,373.29,,12.93,0.39%,1178465
2296,REMX,Market Vectors Rare Earth/Str Metals ETF,Financial,Exchange Traded Fund,USA,94.18,,9.63,0.42%,89948
2297,REN,Resolute Energy Corporation,Basic Materials,Independent Oil & Gas,USA,457.49,30.6,7.65,-1.80%,2831080
2298,RENT,Rentrak Corporation,Services,"Movie Production, Theaters",USA,250.84,,20.91,2.25%,44332
2299,RES,RPC Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,2925.1,12.76,13.53,0.97%,687232
2300,REV,"Revlon, Inc.",Consumer Goods,Personal Products,USA,1024.1,29.19,19.56,-1.51%,81505
2301,REW,ProShares UltraShort Technology,Financial,Exchange Traded Fund,USA,,,32.5,2.41%,9957
2302,REXI,"Resource America, Inc.",Financial,Asset Management,USA,162.4,6.26,8.07,0.50%,34743
2303,REXX,Rex Energy Corporation,Basic Materials,Oil & Gas Drilling & Exploration,USA,926.37,18.82,17.69,1.38%,1310506
2304,RF,Regions Financial Corp.,Financial,Regional - Southeast Banks,USA,12858.3,10.83,9.1,0.44%,29153098
2305,RGA,Reinsurance Group of America Inc.,Financial,Life Insurance,USA,4927.95,7.14,66.74,0.04%,881781
2306,RGC,REGAL ENTERTAINMENT GROUP,Services,"Movie Production, Theaters",USA,2617.91,21.69,16.92,-1.34%,923150
2307,RGEN,Repligen Corporation,Healthcare,Biotechnology,USA,249.62,16.65,7.99,5.41%,359701
2308,RGLD,"Royal Gold, Inc.",Basic Materials,Gold,USA,2994.87,36.09,46.19,3.13%,1992180
2309,RGP,Regency Energy Partners LP,Basic Materials,Oil & Gas Pipelines,USA,4222.54,,24.7,-3.74%,2371910
2310,RGR,"Sturm, Ruger & Co. Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,929.97,12.06,48.23,-0.21%,272593
2311,RGS,Regis Corp.,Services,Personal Services,USA,922.37,,16.37,-1.74%,1120777
2312,RHI,Robert Half International Inc.,Services,Staffing & Outsourcing Services,USA,4479.08,20.91,32.62,-0.94%,1463906
2313,RHP,"Ryman Hospitality Properties, Inc.",Financial,REIT - Hotel/Motel,USA,1849.1,440.88,35.27,-0.73%,2126346
2314,RHT,"Red Hat, Inc.",Technology,Application Software,USA,8974.28,60.32,46.45,1.24%,4539817
2315,RICK,Rick's Cabaret International Inc.,Services,Restaurants,USA,82.06,10.08,8.57,-0.35%,52239
2316,RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Major,USA,326.78,,3.75,0.00%,5171993
2317,RIMG,Rimage Corp.,Technology,Computer Peripherals,USA,77.18,,8.23,-1.56%,8078
2318,RJA,ELEMENTS Rogers Intl Commodity Agri ETN,Financial,Exchange Traded Fund,USA,,,8.57,-0.23%,140698
2319,RJET,Republic Airways Holdings Inc.,Services,Regional Airlines,USA,555.67,9.75,11.41,1.33%,714221
2320,RJF,Raymond James Financial Inc.,Financial,Investment Brokerage - Regional,USA,5868.25,18.27,42.58,0.21%,1351924
2321,RJI,ELEMENTS Rogers Intl Commodity ETN,Financial,Exchange Traded Fund,USA,68.09,,8.03,-0.50%,1239831
2322,RJN,ELEMENTS Rogers Intl Commodity Engy ETN,Financial,Exchange Traded Fund,USA,,,6.4,-0.93%,92252
2323,RKT,Rock-Tenn Co.,Consumer Goods,Packaging & Containers,USA,7362,13.49,102.25,-0.37%,1442258
2324,RKUS,"Ruckus Wireless, Inc.",Technology,Computer Based Systems,USA,898.57,80.73,12.11,0.75%,3297271
2325,RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,USA,15353.37,21.14,169.09,-0.73%,809801
2326,RLD,RealD Inc.,Services,"Movie Production, Theaters",USA,739.94,,14.88,-0.13%,568464
2327,RLGY,Realogy Holdings Corp.,Financial,Property Management,USA,6619.46,,45.62,-4.42%,5077333
2328,RLH,Red Lion Hotels Corporation,Services,Lodging,USA,119.15,,6.12,0.33%,107027
2329,RLI,RLI Corp.,Financial,Property & Casualty Insurance,USA,1581.57,15.99,74.35,0.80%,123230
2330,RLJ,RLJ Lodging Trust,Financial,REIT - Hotel/Motel,USA,2362.75,42.54,22.12,0.45%,1513406
2331,RLOC,"ReachLocal, Inc.",Services,Advertising Agencies,USA,357.3,,12.71,-2.23%,137008
2332,RMBS,Rambus Inc.,Technology,Semiconductor- Memory Chips,USA,965.33,,8.65,0.46%,1135414
2333,RMD,ResMed Inc.,Healthcare,Medical Appliances & Equipment,USA,7093.12,22.82,48.37,2.39%,2310510
2334,RMTI,Rockwell Medical Technologies Inc.,Healthcare,Drug Manufacturers - Major,USA,81.57,,3.84,-1.54%,675396
2335,RNDY,"Roundy's, Inc.",Services,Grocery Stores,USA,337.74,,7.52,2.59%,520623
2336,RNF,"Rentech Nitrogen Partners, L.P.",Basic Materials,Agricultural Chemicals,USA,1122.06,10.86,28.89,3.18%,356853
2337,RNST,Renasant Corp.,Financial,Regional - Southeast Banks,USA,581.04,20.6,23.07,-2.78%,494134
2338,RNWK,RealNetworks Inc.,Technology,Application Software,USA,261.54,5.14,7.4,1.79%,82375
2339,ROC,"Rockwood Holdings, Inc.",Basic Materials,Specialty Chemicals,USA,4926.19,15.37,62.73,-2.67%,2230518
2340,ROCK,"Gibraltar Industries, Inc.",Basic Materials,Steel & Iron,USA,465.63,60.32,15.08,-2.52%,219307
2341,ROCM,Rochester Medical Corp.,Healthcare,Medical Instruments & Supplies,USA,173.7,47.67,14.3,1.35%,43229
2342,ROG,Rogers Corporation,Consumer Goods,Rubber & Plastics,USA,792.19,10.22,46.4,-0.62%,157777
2343,ROIC,Retail Opportunity Investments Corp.,Financial,REIT - Retail,USA,761.91,83,13.28,0.38%,989319
2344,ROL,Rollins Inc.,Services,Business Services,USA,3617.93,32.55,24.74,0.45%,311557
2345,ROLL,RBC Bearings Inc.,Industrial Goods,Machine Tools & Accessories,USA,1201.06,21.29,52.81,-0.55%,208463
2346,ROM,ProShares Ultra Technology,Financial,Exchange Traded Fund,USA,,,76,-1.72%,76445
2347,ROP,Roper Industries Inc.,Industrial Goods,Diversified Machinery,USA,12070.78,24.37,122.08,0.67%,1274859
2348,ROSE,"Rosetta Resources, Inc.",Basic Materials,Independent Oil & Gas,USA,2293.36,12.08,43.49,-1.45%,1511902
2349,ROST,Ross Stores Inc.,Services,Apparel Stores,USA,13743.03,17.34,63.8,0.63%,2218401
2350,ROVI,Rovi Corporation,Technology,Multimedia & Graphics Software,USA,2372.33,168.5,23.59,-2.76%,1487168
2351,ROYL,Royale Energy Inc.,Basic Materials,Independent Oil & Gas,USA,32.95,,2.6,1.56%,287573
2352,ROYT,Pacific Coast Oil Trust,Financial,Asset Management,USA,705.68,12.19,18.29,1.89%,104179
2353,RP,"RealPage, Inc.",Technology,Application Software,USA,1346.26,303.17,18.19,-0.33%,605030
2354,RPAI,"Retail Properties of America, Inc.",Financial,REIT - Diversified,USA,3399.21,491.33,14.74,0.75%,2817322
2355,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,USA,4043.27,36.02,31.34,-0.54%,946592
2356,RPRX,Repros Therapeutics Inc.,Healthcare,Biotechnology,USA,352.19,,19.37,-5.05%,887545
2357,RPT,Ramco-Gershenson Properties Trust,Financial,REIT - Retail,USA,761.68,183.88,14.71,0.41%,574128
2358,RPTP,Raptor Pharmaceuticals Corp.,Healthcare,Drug Manufacturers - Major,USA,415.74,,7.74,4.17%,504885
2359,RPXC,RPX Corporation,Services,Business Services,USA,817.68,18.36,15.97,0.31%,403117
2360,RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas,USA,12377.66,,77.3,-0.28%,2646089
2361,RRD,R.R. Donnelley & Sons Company,Services,Business Services,USA,2364.66,,13.05,1.95%,2283701
2362,RRGB,Red Robin Gourmet Burgers Inc.,Services,Restaurants,USA,763.29,28.87,54.28,-0.26%,153790
2363,RRMS,"Rose Rock Midstream, L.P.",Basic Materials,Major Integrated Oil & Gas,USA,305.65,17.51,36.43,0.55%,22519
2364,RRTS,"Roadrunner Transportation Systems, Inc.",Services,Air Delivery & Freight Services,USA,928.98,22.12,26.55,-2.75%,257242
2365,RS,Reliance Steel & Aluminum Co.,Industrial Goods,Metal Fabrication,USA,4928.02,13.24,64.59,-0.62%,725851
2366,RSG,"Republic Services, Inc.",Industrial Goods,Waste Management,USA,12131.04,22.15,33.45,0.18%,1972843
2367,RSH,RadioShack Corp.,Services,Electronics Stores,USA,318.27,,3.17,-1.86%,5157772
2368,RSO,Resource Capital Corp.,Financial,REIT - Residential,USA,646.19,8.61,6.2,0.65%,2199478
2369,RSOL,"Real Goods Solar, Inc.",Industrial Goods,General Building Materials,USA,61.4,,2.3,-1.29%,1798978
2370,RSP,Rydex S&P 500 Equal Weight,Financial,Exchange Traded Fund,USA,2804.72,,60.5,-0.21%,1458071
2371,RST,"Rosetta Stone, Inc.",Technology,Multimedia & Graphics Software,USA,320.4,,15,-0.60%,188989
2372,RSTI,Rofin-Sinar Technologies Inc.,Technology,Scientific & Technical Instruments,USA,749.39,21.8,26.59,2.98%,128466
2373,RSX,Market Vectors Russia ETF,Financial,Exchange Traded Fund,USA,,,24.76,2.59%,8352238
2374,RSYS,RadiSys Corporation,Technology,Computer Based Systems,USA,140.93,,4.95,0.20%,113403
2375,RT,"Ruby Tuesday, Inc.",Services,Restaurants,USA,533.82,,8.93,-2.51%,732585
2376,RTEC,Rudolph Technologies Inc.,Technology,Scientific & Technical Instruments,USA,389.63,9.36,11.98,0.84%,231369
2377,RTH,Market Vectors Retail ETF,Financial,Exchange Traded Fund,USA,,,51.38,0.33%,41586
2378,RTI,"RTI International Metals, Inc.",Services,Industrial Equipment Wholesale,USA,844.65,36.29,27.94,-0.46%,587421
2379,RTIX,"RTI Biologics, Inc.",Healthcare,Medical Appliances & Equipment,USA,242.02,30.86,4.32,1.65%,374649
2380,RTK,"Rentech, Inc.",Basic Materials,Chemicals - Major Diversified,USA,450.44,,2,1.52%,5159777
2381,RTN,Raytheon Co.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,21644.41,11.36,66.11,0.00%,2276205
2382,RUE,"rue21, Inc.",Services,Apparel Stores,USA,987.16,23.91,41.61,0.27%,918081
2383,RUSL,Direxion Daily Russia Bull 3X Shares,Financial,Exchange Traded Fund,USA,,,19.32,9.09%,92634
2384,RUSS,Direxion Daily Russia Bear 3X Shares,Financial,Exchange Traded Fund,USA,259.22,,22.08,-7.88%,90761
2385,RUTH,Ruth's Hospitality Group Inc.,Services,Restaurants,USA,410.03,22.04,11.9,-2.22%,354388
2386,RVBD,"Riverbed Technology, Inc.",Technology,Information Technology Services,USA,2613.87,66.67,16,-0.56%,3044678
2387,RVLT,"Revolution Lighting Technologies, Inc.",Technology,Diversified Electronics,USA,58.64,,3.55,-7.79%,1470224
2388,RVM,Revett Minerals Inc,Basic Materials,Industrial Metals & Minerals,USA,25.25,,0.73,0.01%,186831
2389,RWL,RevenueShares Large Cap,Financial,Exchange Traded Fund,USA,222.15,,31.07,0.19%,16200
2390,RWM,ProShares Short Russell2000,Financial,Exchange Traded Fund,USA,,,20.89,-0.24%,2881924
2391,RWR,SPDR Dow Jones REIT,Financial,Exchange Traded Fund,USA,2187.86,,72.73,0.57%,544587
2392,RWT,Redwood Trust Inc.,Financial,REIT - Diversified,USA,1428.88,9.17,17.52,0.17%,1751720
2393,RWX,SPDR Dow Jones Intl Real Estate,Financial,Exchange Traded Fund,USA,3343.01,,38.41,-0.95%,667666
2394,RXN,Rexnord Corporation,Industrial Goods,Diversified Machinery,USA,1662.61,31.13,17.12,5.88%,3009616
2395,RYL,Ryland Group Inc.,Industrial Goods,Residential Construction,USA,1751.97,29.89,38.56,-0.23%,3485032
2396,RYN,Rayonier Inc.,Financial,REIT - Diversified,USA,6516.53,20.61,52.35,0.50%,1209445
2397,S,Sprint Nextel Corp.,Technology,Wireless Communications,USA,21000.61,,6.97,-1.41%,143328640
2398,SAA,ProShares Ultra SmallCap600,Financial,Exchange Traded Fund,USA,,,70.78,0.40%,3634
2399,SAAS,"inContact, Inc.",Technology,Application Software,USA,413.75,,7.72,-0.90%,389526
2400,SABA,"Saba Software, Inc.",Technology,Business Software & Services,USA,266.62,,8.95,0.79%,63909
2401,SAFM,"Sanderson Farms, Inc.",Consumer Goods,Food - Major Diversified,USA,1446.06,26.38,64.64,-0.90%,535359
2402,SAFT,Safety Insurance Group Inc.,Financial,Property & Casualty Insurance,USA,751.97,13.69,49.02,-0.41%,125911
2403,SAH,Sonic Automotive Inc.,Services,Auto Dealerships,USA,1074.86,12.78,20.44,-2.06%,762267
2404,SAI,"SAIC, Inc.",Technology,Information & Delivery Services,USA,4391.52,9.2,13.07,0.31%,2797056
2405,SAIA,"Saia, Inc.",Services,Trucking,USA,752.41,21.94,31.37,0.35%,303035
2406,SAM,Boston Beer Co. Inc.,Consumer Goods,Beverages - Brewers,USA,2158.65,38.56,168.5,1.53%,75912
2407,SAPE,Sapient Corp.,Technology,Business Software & Services,USA,1760.41,29.11,12.81,-0.08%,1937037
2408,SATS,EchoStar Corp.,Technology,Communication Equipment,USA,3405.43,38.62,38.62,-0.54%,190252
2409,SAVE,"Spirit Airlines, Inc.",Services,Major Airlines,USA,2363.04,20.5,32.6,-0.31%,678337
2410,SBAC,SBA Communications Corp.,Services,Rental & Leasing Services,USA,9116.34,,71.75,-0.24%,2238752
2411,SBGI,Sinclair Broadcast Group Inc.,Services,Broadcasting - TV,USA,2308.26,17.66,28.43,1.79%,2167044
2412,SBH,Sally Beauty Holdings Inc.,Services,"Specialty Retail, Other",USA,5099.75,20.85,29.4,-0.44%,1406639
2413,SBNY,Signature Bank,Financial,Regional - Northeast Banks,USA,3770.94,19.61,79.81,0.52%,717202
2414,SBSI,Southside Bancshares Inc.,Financial,Regional - Mid-Atlantic Banks,USA,426.78,13.06,23.9,0.21%,101752
2415,SBUX,Starbucks Corporation,Services,Specialty Eateries,USA,48459.28,32.84,64.69,-0.81%,7341438
2416,SBY,Silver Bay Realty Trust Corp.,Financial,REIT - Residential,USA,647.68,,16.53,1.66%,1259703
2417,SCCO,Southern Copper Corp.,Basic Materials,Copper,USA,23776.89,13.14,28.12,-0.50%,2538572
2418,SCG,SCANA Corp.,Utilities,Electric Utilities,USA,6471.36,14.42,48.15,1.37%,1217516
2419,SCHA,Schwab U.S. Small-Cap ETF,Financial,Exchange Traded Fund,USA,373.67,,43.5,0.23%,308465
2420,SCHB,Schwab U.S. Broad Market ETF,Financial,Exchange Traded Fund,USA,,,38.61,0.08%,750391
2421,SCHE,Schwab Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,,,22.46,1.45%,501088
2422,SCHF,Schwab International Equity ETF,Financial,Exchange Traded Fund,USA,,,27.06,-0.26%,1283835
2423,SCHG,Schwab U.S. Large-Cap Growth ETF,Financial,Exchange Traded Fund,USA,,,37.91,-0.21%,186755
2424,SCHL,Scholastic Corporation,Services,Publishing - Books,USA,914.43,13.42,28.58,-0.88%,331227
2425,SCHN,Schnitzer Steel Industries Inc.,Industrial Goods,Metal Fabrication,USA,656.14,37.89,24.63,-0.48%,358874
2426,SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,USA,26460.48,29.91,20.64,0.78%,11934443
2427,SCI,Service Corp. International,Services,Personal Services,USA,3671.67,23.16,17.37,-0.34%,1781353
2428,SCLN,"SciClone Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,308.37,32.67,4.9,3.38%,394856
2429,SCMP,"Sucampo Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,281.11,84.75,6.78,4.79%,287295
2430,SCMR,Sycamore Networks Inc.,Technology,Networking & Communication Devices,USA,14.73,,0.51,2.00%,101253
2431,SCO,ProShares UltraShort DJ-UBS Crude Oil,Financial,Exchange Traded Fund,USA,45526.72,,38.45,2.45%,2529687
2432,SCOR,"comScore, Inc.",Services,Business Services,USA,785.3,,23.02,-0.65%,267492
2433,SCS,Steelcase Inc.,Consumer Goods,Business Equipment,USA,1860.74,48.8,14.64,4.13%,1171044
2434,SCSC,"ScanSource, Inc.",Technology,Technical & System Software,USA,928.42,13.66,33.34,0.15%,182080
2435,SCSS,Select Comfort Corporation,Consumer Goods,Home Furnishings & Fixtures,USA,1310.16,17.11,23.78,-2.62%,4316754
2436,SCTY,SolarCity Corporation,Technology,Semiconductor - Specialized,USA,2595.42,,34.52,-1.85%,2185001
2437,SCVL,Shoe Carnival Inc.,Services,Apparel Stores,USA,462.34,16.98,23.26,-1.48%,83650
2438,SCZ,iShares MSCI EAFE Small Cap Index,Financial,Exchange Traded Fund,USA,,,42.57,0.76%,263350
2439,SD,"SandRidge Energy, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,2360.46,,4.94,2.28%,10203868
2440,SDOW,ProShares UltraPro Short Dow30,Financial,Exchange Traded Fund,USA,,,44.21,-0.92%,890261
2441,SDR,Sandridge Mississippian Trust II,Basic Materials,Oil & Gas Drilling & Exploration,USA,656.37,6.87,13.2,1.69%,195192
2442,SDS,ProShares UltraShort S&P500,Financial,Exchange Traded Fund,USA,1271.87,,41.62,-0.53%,19159816
2443,SDT,SandRidge Mississippian Trust I,Basic Materials,Independent Oil & Gas,USA,376.04,4.71,13.43,-1.25%,163500
2444,SDY,SPDR S&P Dividend,Financial,Exchange Traded Fund,USA,10612.81,,65.55,-0.08%,1630751
2445,SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,USA,22518.54,23.37,33.66,0.21%,4768218
2446,SEA,Guggenheim Shipping,Financial,Exchange Traded Fund,USA,505.12,,17.4,0.06%,14426
2447,SEAC,SeaChange International Inc.,Technology,Application Software,USA,376.18,,11.57,-0.52%,206711
2448,SEAS,"SeaWorld Entertainment, Inc.",Services,Sporting Activities,USA,3111.97,40.57,37.73,-0.71%,1200006
2449,SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,USA,4548.49,,23.47,-0.25%,1960770
2450,SEF,ProShares Short Financials,Financial,Exchange Traded Fund,USA,,,24.11,-0.19%,50337
2451,SEH,Spartech Corp.,Consumer Goods,Rubber & Plastics,USA,331.14,117.89,10.61,0.00%,0
2452,SEIC,SEI Investments Co.,Financial,Asset Management,USA,4815.48,21.46,27.9,-0.07%,989353
2453,SEM,Select Medical Holdings Corporation,Healthcare,Hospitals,USA,1094.99,7.97,7.97,1.79%,512112
2454,SEMG,SemGroup Corporation,Basic Materials,Oil & Gas Pipelines,USA,2208.25,34.76,52.49,-0.02%,573467
2455,SEP,"Spectra Energy Partners, LP",Basic Materials,Oil & Gas Pipelines,USA,4454.8,25.75,43,2.99%,1029252
2456,SF,Stifel Financial Corp.,Financial,Investment Brokerage - Regional,USA,2116.9,18.95,35.25,0.54%,650296
2457,SFD,Smithfield Foods Inc.,Consumer Goods,Meat Products,USA,4621.48,21.39,32.94,0.30%,6620064
2458,SFE,"Safeguard Scientifics, Inc.",Services,Business Services,USA,331.62,,15.71,0.26%,156042
2459,SFG,StanCorp Financial Group Inc.,Financial,Accident & Health Insurance,USA,2132.89,14.2,48.01,0.73%,512628
2460,SFI,iStar Financial Inc.,Financial,REIT - Diversified,USA,931.37,,10.98,-1.08%,3734978
2461,SFLY,"Shutterfly, Inc.",Technology,Internet Information Providers,USA,1942.88,102.87,52.46,2.57%,848982
2462,SFY,Swift Energy Co.,Basic Materials,Independent Oil & Gas,USA,509.8,21.09,11.81,-2.88%,3230854
2463,SGEN,Seattle Genetics Inc.,Healthcare,Biotechnology,USA,3649.79,,30.3,-2.29%,2908647
2464,SGG,iPath DJ-UBS Sugar TR Sub-Idx ETN,Financial,Exchange Traded Fund,USA,11172.37,,59.25,2.00%,15545
2465,SGI,Silicon Graphics International Corp.,Technology,Diversified Computer Systems,USA,467.14,,14.07,0.00%,464298
2466,SGMO,Sangamo Biosciences Inc.,Healthcare,Biotechnology,USA,392.32,,7.35,-5.16%,5858021
2467,SGMS,Scientific Games Corporation,Services,Gaming Activities,USA,924.75,,10.93,0.00%,693878
2468,SGOL,ETFS Physical Swiss Gold Shares,Financial,Exchange Traded Fund,USA,,,127.49,1.20%,44545
2469,SGU,"Star Gas Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,290.81,11.05,4.86,0.41%,35062
2470,SGY,Stone Energy Corp.,Basic Materials,Independent Oil & Gas,USA,1036.07,7.53,21.31,-2.07%,2002068
2471,SGYP,"Synergy Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Other,USA,351.57,,4.83,6.15%,946121
2472,SH,ProShares Short S&P500,Financial,Exchange Traded Fund,USA,,,29.85,-0.33%,10659725
2473,SHAW,Shaw Group Inc.,Services,Technical Services,USA,3173.68,14.65,47.61,0.00%,0
2474,SHEN,Shenandoah Telecommunications Co.,Technology,Telecom Services - Domestic,USA,394.36,19.35,16.45,-2.72%,234733
2475,SHFL,Shuffle Master Inc.,Consumer Goods,"Recreational Goods, Other",USA,1018.87,25.54,17.88,-0.33%,611781
2476,SHLD,Sears Holdings Corporation,Services,Department Stores,USA,4665.06,,44.01,-0.70%,1125246
2477,SHLM,"A. Schulman, Inc.",Basic Materials,Chemicals - Major Diversified,USA,771.28,15.05,26.33,-0.34%,219156
2478,SHO,Sunstone Hotel Investors Inc.,Financial,REIT - Hotel/Motel,USA,1744.93,,11.55,1.76%,1872623
2479,SHOO,"Steven Madden, Ltd.",Consumer Goods,Textile - Apparel Footwear & Accessories,USA,2035.97,17.15,46.82,-1.08%,474000
2480,SHOR,"ShoreTel, Inc.",Technology,Communication Equipment,USA,231.49,,3.94,2.34%,369277
2481,SHOS,"Sears Hometown and Outlet Stores, Inc.",Services,Department Stores,USA,968.12,17.76,41.91,-5.25%,294886
2482,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA,17649.45,28.01,173.1,-1.59%,1508210
2483,SHY,iShares Barclays 1-3 Year Treasury Bond,Financial,Exchange Traded Fund,USA,8972.09,,84.25,-0.09%,3785130
2484,SIAL,Sigma-Aldrich Corporation,Basic Materials,Specialty Chemicals,USA,9687.6,21.13,80.73,0.41%,1182983
2485,SIGA,"SIGA Technologies, Inc.",Healthcare,Drug Manufacturers - Major,USA,147.9,,2.86,-2.39%,348028
2486,SIGI,Selective Insurance Group Inc.,Financial,Property & Casualty Insurance,USA,1273.62,30.08,22.56,-0.04%,320170
2487,SIGM,"Sigma Designs, Inc.",Technology,Semiconductor - Specialized,USA,166.93,,4.95,3.34%,274009
2488,SIJ,ProShares UltraShort Industrials,Financial,Exchange Traded Fund,USA,,,20.81,0.40%,6286
2489,SIL,Global X Silver Miners ETF,Financial,Exchange Traded Fund,USA,691.95,,11.73,3.73%,299559
2490,SIMG,"Silicon Image, Inc.",Technology,Semiconductor - Broad Line,USA,428.91,,5.54,0.54%,847246
2491,SIR,Select Income REIT,Financial,REIT - Office,USA,1125.46,13.71,28.65,3.69%,193720
